trialnum,colourtext,colourname,condition,response,rt,correct
1,blue,blue,congruent,blue,0.633486,True
2,yellow,red,incongruent,red,0.901863,True
3,green,green,congruent,green,0.570669,True
4,green,green,congruent,green,0.389979,True
5,red,blue,incongruent,red,0.765220,False
6,blue,yellow,incongruent,yellow,0.805545,True
7,yellow,yellow,congruent,yellow,0.534663,True
8,green,yellow,incongruent,yellow,0.578063,True
9,blue,blue,congruent,blue,1.413026,True
10,blue,green,incongruent,yellow,1.160828,False
11,red,green,incongruent,green,0.699850,True
12,yellow,red,incongruent,red,0.909433,True
13,green,green,congruent,green,0.641878,True
14,blue,yellow,incongruent,yellow,0.553361,True
15,green,red,incongruent,red,1.500223,True
16,green,blue,incongruent,blue,0.695991,True
17,green,yellow,incongruent,yellow,0.572914,True
18,yellow,yellow,congruent,yellow,0.512575,True
19,yellow,yellow,congruent,yellow,0.469269,True
20,red,yellow,incongruent,yellow,0.596206,True
21,yellow,yellow,congruent,yellow,0.484956,True
22,red,yellow,incongruent,yellow,0.484415,True
23,yellow,yellow,congruent,yellow,0.522102,True
24,blue,green,incongruent,green,0.685441,True
25,green,green,congruent,green,0.523336,True
26,green,red,incongruent,red,0.972032,True
27,green,green,congruent,green,0.868386,True
28,green,green,congruent,green,0.419579,True
29,red,red,congruent,red,0.817506,True
30,blue,blue,congruent,blue,0.672817,True
31,yellow,yellow,congruent,yellow,0.512061,True
32,green,green,congruent,green,1.103888,True
33,red,red,congruent,red,1.319092,True
34,red,blue,incongruent,blue,0.626836,True
35,red,green,incongruent,green,0.738475,True
36,red,yellow,incongruent,yellow,0.756406,True
37,red,red,congruent,red,1.059007,True
38,green,green,congruent,green,1.649198,True
39,blue,green,incongruent,green,1.297923,True
40,yellow,green,incongruent,green,0.693360,True
41,green,yellow,incongruent,yellow,0.538890,True
42,red,red,congruent,red,0.613293,True
43,yellow,yellow,congruent,yellow,0.675890,True
44,red,red,congruent,red,0.650483,True
45,blue,blue,congruent,blue,0.640693,True
46,red,red,congruent,red,0.750730,True
47,blue,red,incongruent,red,1.887206,True
48,green,blue,incongruent,blue,0.771046,True
49,blue,green,incongruent,green,0.621293,True
50,blue,blue,congruent,blue,0.810780,True
51,yellow,yellow,congruent,yellow,0.540152,True
52,blue,blue,congruent,blue,0.606601,True
53,yellow,blue,incongruent,blue,1.511512,True
54,yellow,blue,incongruent,blue,0.405253,True
55,red,red,congruent,red,0.621454,True
56,yellow,yellow,congruent,yellow,0.605413,True
57,red,yellow,incongruent,yellow,0.613574,True
58,red,red,congruent,red,0.889230,True
59,red,green,incongruent,green,0.489696,True
60,red,green,incongruent,green,0.456142,True
61,blue,red,incongruent,yellow,0.979368,False
62,yellow,green,incongruent,green,1.436949,True
63,red,red,congruent,red,0.684193,True
64,red,yellow,incongruent,yellow,0.903527,True
65,red,blue,incongruent,green,1.643466,False
66,green,blue,incongruent,blue,2.229423,True
67,yellow,red,incongruent,red,0.969298,True
68,red,green,incongruent,green,1.629041,True
69,green,red,incongruent,red,1.516295,True
70,yellow,green,incongruent,green,1.355691,True
71,blue,yellow,incongruent,yellow,0.637726,True
72,yellow,green,incongruent,green,0.731889,True
73,yellow,yellow,congruent,yellow,0.614888,True
74,yellow,red,incongruent,red,1.367935,True
75,green,green,congruent,green,1.118020,True
76,green,green,congruent,green,0.538146,True
77,red,red,congruent,red,2.787822,True
78,red,red,congruent,red,0.541674,True
79,yellow,yellow,congruent,yellow,1.617990,True
80,green,green,congruent,green,1.229422,True
81,blue,blue,congruent,blue,0.747031,True
82,red,blue,incongruent,blue,1.400730,True
83,yellow,yellow,congruent,yellow,0.530500,True
84,yellow,red,incongruent,red,1.071995,True
85,blue,yellow,incongruent,yellow,1.172681,True
86,green,red,incongruent,red,0.876421,True
87,blue,blue,congruent,blue,0.634518,True
88,green,green,congruent,green,2.722900,True
89,blue,blue,congruent,blue,0.741849,True
90,red,red,congruent,red,0.815411,True
91,blue,blue,congruent,blue,1.242069,True
92,blue,yellow,incongruent,yellow,1.459174,True
93,green,blue,incongruent,blue,1.173197,True
94,red,red,congruent,red,1.099769,True
95,yellow,blue,incongruent,blue,1.029532,True
96,green,blue,incongruent,blue,0.565158,True
97,yellow,blue,incongruent,blue,0.417683,True
98,blue,blue,congruent,blue,0.474953,True
99,blue,blue,congruent,blue,0.370807,True
100,blue,green,incongruent,yellow,1.470754,False
101,green,green,congruent,green,1.534194,True
102,blue,blue,congruent,blue,0.894987,True
103,red,red,congruent,red,0.588514,True
104,green,red,incongruent,red,0.677826,True
105,red,red,congruent,red,0.532892,True
106,red,blue,incongruent,blue,0.894279,True
107,blue,red,incongruent,red,0.683401,True
108,green,green,congruent,green,0.649140,True
109,blue,red,incongruent,red,1.075820,True
110,yellow,green,incongruent,green,0.912362,True
111,yellow,blue,incongruent,blue,0.547995,True
112,green,green,congruent,green,0.647731,True
113,green,yellow,incongruent,yellow,0.614402,True
114,yellow,yellow,congruent,yellow,0.566733,True
115,yellow,yellow,congruent,yellow,0.418451,True
116,green,yellow,incongruent,yellow,0.547126,True
117,blue,blue,congruent,blue,0.636109,True
118,blue,red,incongruent,red,0.780603,True
119,blue,blue,congruent,blue,0.596653,True
120,yellow,yellow,congruent,yellow,0.457417,True
